"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","INF_CON_02","S3_INT_EXP_01","S3_INT_EXP_02","S3_LIT_SUR_01","S3_LIT_SUR_02","S3_LIT_SUR_03","S3_LIT_SUR_04","S3_LIT_SUR_05","S3_LIT_SUR_06","S3_LIT_SUR_07","S3_LIT_SUR_08","S3_LIT_TEC_01","S3_LIT_TEC_02","S3_LIT_TEC_03","S3_LIT_TEC_04","S3_LIT_TEC_05","S3_LIT_TEC_06","S3_LIT_TEC_07","S3_LIT_TEC_08","S3_LIT_TEC_09","S3_BEV_SOC_01","S3_BEV_SOC_02","S3_BEV_SOC_03","S3_BEV_SOC_04","S3_BEV_SOC_05","S3_BEV_SOC_06","S3_BEV_SOC_07","S3_BEV_SOC_08","S3_LIT_POL_01","S3_LIT_POL_02","S3_LIT_POL_03","S3_LIT_POL_04","S3_LIT_POL_05","S3_LIT_POL_06","S3_LIT_POL_07","S3_BEH_TEC_1","S3_BEH_TEC_2","S3_BEH_TEC_3","S3_BEH_TEC_4","ATT_CHE_01","S2_PCY_MIS_01","S2_PCY_MIS_02","S2_PCY_MIS_03","S2_PCY_MIS_04","S2_PCY_UNC_01","S2_PCY_UNC_02","S2_PCY_UNC_03","S2_PCY_UNC_04","S2_PCY_UNC_05","S2_PCY_POW_01","S2_PCY_POW_02","S2_PCY_POW_03","S2_PCY_POW_04","S2_PCY_RES_01","S2_PCY_RES_02","S2_PCY_RES_03","S2_PCY_RES_04","S2_PRI_CON_01","S2_PRI_CON_02","S2_PRI_CON_03","S2_PRI_CON_04","S2_PRI_BEH_01","S2_PRI_BEH_02","S2_PRI_BEH_03","S2_PRI_BEH_04","S2_PRI_BEH_05","S2_PRI_EXP_01","S2_PRI_EXP_02","S2_PRI_EXP_03","S1_PFA_EMO_01","S1_PFA_EMO_02","S1_PFA_EMO_03","S1_PFA_EMO_04","ATT_CHE_02","S1_PFA_CYN_01","S1_PFA_CYN_02","S1_PFA_CYN_03","S1_PFA_CYN_04","S1_PRI_CON_01","S1_PRI_CON_02","S1_PRI_CON_03","S1_PRI_CON_04","S1_INT_DIS_01","S1_INT_DIS_02","S1_INT_DIS_03","S1_DIS_ENG_01","S1_DIS_ENG_02","S1_DIS_ENG_03","SOC_AGE_01","SOC_GEN_01","SOC_INC_01","SOC_INC_02","SOC_INC_02_3_TEXT","SOC_EDU_01","SOC_NAT_01","SOC_NAT_01_3_TEXT"
"11",2023-03-10 12:39:10,2023-03-10 12:41:23,0,100,132,1,2023-03-10 12:41:23,"R_3kLKNV9z0RnKcXr",NA,NA,NA,NA,298737,-979361,"anonymous","EN",1,40,"12",1,2,2,3,1,1,3,3,3,5,6,6,5,5,5,6,5,5,5,5,4,5,5,3,5,3,3,3,2,3,2,3,6,6,6,6,6,4,2,3,5,2,2,2,2,2,3,5,3,2,5,2,2,3,3,1,3,5,4,3,3,4,5,5,3,2,5,4,4,4,5,3,5,5,2,5,3,3,4,2,3,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"12",2023-03-10 12:39:32,2023-03-10 12:42:06,0,100,153,1,2023-03-10 12:42:06,"R_2zTRdwp5ZtNbD81",NA,NA,NA,NA,360322,-798588,"anonymous","EN",1,30,"25",1,3,1,1,1,1,1,3,6,6,4,5,6,4,4,4,4,4,1,6,4,1,4,6,5,3,2,1,1,1,1,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2023-03-10 12:40:44,2023-03-10 12:42:28,0,100,103,1,2023-03-10 12:42:28,"R_1Dr0PmtvLVOH18d",NA,NA,NA,NA,36317,-1193087,"anonymous","EN",1,6,"18",2,3,1,1,3,2,1,2,2,4,4,4,4,3,2,4,4,3,4,5,5,3,4,4,5,2,2,1,3,1,2,2,2,2,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2023-03-10 12:39:54,2023-03-10 12:43:24,0,100,209,1,2023-03-10 12:43:25,"R_308f7Xhjbmoze9D",NA,NA,NA,NA,327267,-1031287,"anonymous","EN",1,353,"20",2,2,1,2,2,2,1,1,5,4,4,4,2,3,5,6,5,5,3,2,5,3,4,3,4,1,2,1,2,2,1,2,4,4,4,2,6,3,3,1,3,2,3,5,3,2,5,4,4,3,4,2,5,5,4,4,3,3,1,1,4,4,3,2,2,4,4,4,3,3,3,1,3,3,2,3,5,3,4,4,2,1,2,3,5,"20",1,"15000",2,NA,3,2,NA
"15",2023-03-10 12:39:04,2023-03-10 12:43:34,0,100,270,1,2023-03-10 12:43:34,"R_zTOsz0nZsoBXfdD",NA,NA,NA,NA,483108,-1226322,"anonymous","EN",1,120,"10",3,3,3,3,3,1,3,1,2,2,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,5,1,1,1,6,2,3,4,2,2,3,2,3,2,4,3,4,3,3,4,3,4,3,3,3,4,3,3,2,2,3,2,2,3,3,3,3,3,3,4,4,3,3,3,4,4,4,3,3,3,3,4,4,"21",2,"3000",2,NA,3,2,NA
"16",2023-03-10 12:39:07,2023-03-10 12:44:16,0,100,309,1,2023-03-10 12:44:17,"R_2tnWyyuMe6vmZUz",NA,NA,NA,NA,334512,-1120876,"anonymous","EN",1,98,"15",1,1,1,1,1,1,1,1,6,6,5,5,4,4,5,6,6,4,5,3,4,1,5,3,2,1,1,2,2,1,1,1,5,5,2,3,4,3,4,4,3,4,3,4,4,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,"40",2,"2700",2,NA,4,2,NA
"17",2023-03-10 12:40:47,2023-03-10 12:44:51,0,100,243,1,2023-03-10 12:44:51,"R_PSwt64yMbHh6XGF",NA,NA,NA,NA,295211,-983293,"anonymous","EN",1,2,"5",2,2,2,2,1,2,1,1,4,5,5,5,4,6,4,2,4,5,3,4,4,4,2,3,5,2,2,2,1,2,2,3,5,4,4,3,6,4,4,3,5,4,3,2,3,3,2,2,4,3,4,5,3,3,4,3,4,4,3,3,5,3,4,2,1,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,5,3,4,4,4,"24",1,"0",2,NA,2,2,NA
"18",2023-03-10 12:39:31,2023-03-10 12:45:24,0,100,352,1,2023-03-10 12:45:24,"R_2e8sfTZZPRVmp2l",NA,NA,NA,NA,360617,-798239,"anonymous","EN",1,480,"23",1,1,1,1,1,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,2,1,1,1,2,1,1,6,3,3,5,6,4,5,2,3,3,3,3,5,3,5,2,5,5,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,5,5,5,4,4,4,5,5,5,5,5,5,2,5,4,5,4,4,"42",1,"76556",2,NA,3,2,NA
"19",2023-03-10 12:40:51,2023-03-10 12:46:19,0,100,327,1,2023-03-10 12:46:20,"R_3egaNAM3S1ZFelH",NA,NA,NA,NA,296889,-953071,"anonymous","EN",1,700,"25",1,2,1,1,2,1,1,1,6,5,5,6,6,6,6,6,6,6,5,6,6,3,5,5,6,2,1,1,2,1,1,1,6,6,6,4,6,5,5,5,5,4,4,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,3,5,5,5,5,4,5,5,5,1,1,1,5,5,5,"36",2,"100000",2,NA,4,2,NA
"20",2023-03-10 12:40:17,2023-03-10 12:46:37,0,100,379,1,2023-03-10 12:46:38,"R_10AT9PEvu5JdFBj",NA,NA,NA,NA,468524,-968121,"anonymous","EN",1,200,"20",1,2,1,1,2,1,1,1,6,6,4,6,6,6,6,6,6,2,2,3,2,2,2,4,5,3,3,3,2,1,3,3,6,6,6,6,6,2,2,2,4,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,1,1,1,1,3,4,2,3,2,2,2,2,3,2,2,2,2,3,4,2,3,4,4,4,3,3,3,"38",2,"1000",2,NA,4,2,NA
"21",2023-03-10 12:42:04,2023-03-10 12:46:57,0,100,292,1,2023-03-10 12:46:58,"R_1Qa3Ympf055ufbC",NA,NA,NA,NA,420733,-767988,"anonymous","EN",1,540,"13",3,3,3,3,3,3,3,3,4,5,5,5,3,2,2,2,3,1,1,3,1,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2023-03-10 12:40:50,2023-03-10 12:47:25,0,100,394,1,2023-03-10 12:47:25,"R_AgnCenX4DjKKc25",NA,NA,NA,NA,404047,-800132,"anonymous","EN",1,240,"17",1,1,1,1,1,1,1,1,6,6,6,6,6,4,4,5,6,4,4,3,3,4,3,5,3,1,2,1,1,1,2,1,6,6,6,6,6,3,4,4,3,3,3,3,3,3,3,4,2,3,4,4,3,3,3,3,4,4,2,2,2,4,2,3,4,3,3,4,3,4,3,4,4,5,5,3,3,3,4,3,3,3,4,3,3,"16",1,"500",2,NA,3,3,NA
"23",2023-03-10 12:39:58,2023-03-10 12:47:34,0,100,456,1,2023-03-10 12:47:35,"R_3F2vMGwQEi9eHq0",NA,NA,NA,NA,373268,-874958,"anonymous","EN",1,200,"10",1,2,2,2,1,2,1,1,1,5,4,5,6,6,6,5,6,5,5,5,5,3,4,5,4,3,3,2,2,1,2,1,5,4,4,3,6,3,2,2,2,3,3,4,2,3,4,3,3,5,5,4,4,4,4,3,4,3,3,4,3,4,3,3,3,3,5,4,3,5,4,4,4,4,4,4,4,4,4,4,5,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
"24",2023-03-10 12:40:25,2023-03-10 12:49:06,0,100,521,1,2023-03-10 12:49:07,"R_2dKk0y5gOSeArEb",NA,NA,NA,NA,33338,-1117435,"anonymous","EN",1,120,"17",1,1,1,1,3,1,1,1,2,3,1,3,1,3,2,2,4,3,3,3,5,1,4,5,6,3,2,3,2,2,1,1,5,3,3,1,6,3,3,3,2,5,5,5,4,4,2,2,2,2,1,2,2,1,5,3,4,4,4,2,3,4,2,5,5,5,4,4,2,4,3,2,2,4,4,5,5,5,5,4,4,4,1,1,1,"30",2,"25000",2,NA,4,2,NA
"25",2023-03-10 12:40:21,2023-03-10 12:49:12,0,100,530,1,2023-03-10 12:49:12,"R_1gCkdnWdyOvivJk",NA,NA,NA,NA,327797,-968022,"anonymous","EN",1,250,"24",1,2,2,1,1,1,1,1,2,2,2,2,2,3,3,2,1,3,5,4,5,1,1,6,4,3,1,1,3,3,1,1,3,3,1,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,4,4,3,0,4,4,0,5,4,3,2,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,"36",2,"3500",2,NA,4,2,NA
"26",2023-03-10 12:40:21,2023-03-10 12:49:22,0,100,541,1,2023-03-10 12:49:23,"R_3PnqIRFr426j6ci",NA,NA,NA,NA,335114,-868426,"anonymous","EN",1,450,"20",3,1,3,1,2,2,1,3,5,4,2,6,3,5,3,3,6,6,1,4,4,4,6,6,4,1,1,2,1,1,3,3,6,6,6,1,6,5,4,4,5,4,4,3,1,5,3,3,4,4,3,2,3,4,4,4,5,5,3,5,5,5,5,2,2,3,5,5,5,5,3,4,3,4,3,5,4,5,4,4,5,4,5,5,4,"49",2,"11000",2,NA,1,2,NA
"27",2023-03-10 12:41:05,2023-03-10 12:49:47,0,100,522,1,2023-03-10 12:49:48,"R_2tL8gPopM6Rxbmm",NA,NA,NA,NA,286344,-816221,"anonymous","EN",1,180,"20",1,3,1,1,3,1,1,1,5,6,4,4,6,5,3,4,6,3,5,3,4,1,4,5,6,3,3,1,3,2,1,3,6,6,6,6,6,2,3,3,4,5,4,4,2,4,3,3,3,3,3,4,4,4,4,4,4,5,3,1,3,2,3,3,4,4,4,5,4,4,3,3,3,3,3,5,5,3,5,5,3,4,4,4,5,"42",2,"2600",2,NA,4,2,NA
"28",2023-03-10 12:39:24,2023-03-10 12:51:00,0,100,695,1,2023-03-10 12:51:00,"R_2b42GdO8nFQkXhr",NA,NA,NA,NA,376755,-1210068,"anonymous","EN",1,2,"8",1,1,1,1,2,1,1,2,1,6,1,3,6,6,6,6,1,1,4,4,3,1,1,4,1,3,2,1,1,1,1,1,6,1,6,4,6,1,1,1,4,1,3,4,1,3,3,5,1,2,3,3,1,3,1,4,4,2,3,0,5,5,3,2,3,3,1,3,1,1,3,1,1,1,1,1,5,1,3,3,3,3,3,5,4,"69",2,"5000",2,NA,4,2,NA
"29",2023-03-10 12:39:43,2023-03-10 12:50:59,0,100,676,1,2023-03-10 12:51:01,"R_32419MyukMeuWYC",NA,NA,NA,NA,40873,-738233,"anonymous","EN",1,120,"30",1,2,2,2,2,3,1,1,1,5,1,1,1,6,3,2,1,3,1,4,6,1,1,4,1,2,2,2,1,1,2,1,2,3,2,1,6,2,1,3,1,3,2,3,5,2,1,1,2,4,5,1,1,1,5,5,5,5,4,0,1,3,1,5,4,1,3,1,1,3,3,2,1,4,2,4,2,4,3,3,3,3,1,1,1,"61",2,"7000",2,NA,3,2,NA
"30",2023-03-10 12:41:07,2023-03-10 12:51:40,0,100,633,1,2023-03-10 12:51:40,"R_OOtILLOVmH77gCR",NA,NA,NA,NA,294227,-984927,"anonymous","EN",1,5,"40",1,3,3,1,1,1,1,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,3,2,1,3,3,1,6,6,6,6,6,3,4,3,3,3,4,5,5,3,2,1,1,1,5,2,2,1,5,5,5,5,5,4,5,3,0,5,5,5,5,4,1,3,3,4,3,4,4,5,5,5,3,5,5,1,1,1,1,"40",2,"150000",2,NA,3,2,NA
"31",2023-03-10 12:40:42,2023-03-10 12:52:27,0,100,705,1,2023-03-10 12:52:28,"R_2Wxmr1p5TfqgR68",NA,NA,NA,NA,338019,-843861,"anonymous","EN",1,160,"7",1,1,1,1,3,3,1,1,6,6,1,6,1,5,6,6,1,1,3,4,6,4,6,5,5,1,2,2,1,1,1,1,6,5,6,6,6,1,1,3,3,3,4,5,1,3,4,1,1,3,1,1,1,1,5,5,5,4,4,5,5,3,5,4,3,5,3,3,3,3,3,2,1,1,3,5,5,5,5,3,3,3,3,4,5,"47",1,"3000",2,NA,3,2,NA
"32",2023-03-10 12:42:13,2023-03-10 12:53:42,0,100,688,1,2023-03-10 12:53:43,"R_8ueTaXmRfMYz6TL",NA,NA,NA,NA,477027,-1173702,"anonymous","EN",1,2,"1",3,2,1,1,3,3,2,3,1,4,1,1,5,1,1,1,1,4,4,1,5,1,1,6,3,2,2,2,2,1,1,2,6,3,3,1,6,3,3,4,4,4,4,3,4,3,4,4,3,4,4,5,3,3,4,4,5,4,4,4,4,3,2,3,2,3,4,5,4,4,3,4,4,4,4,3,4,4,3,3,2,2,3,4,3,"57",2,"800",2,NA,3,2,NA
"33",2023-03-10 12:41:20,2023-03-10 12:53:53,0,100,752,1,2023-03-10 12:53:54,"R_3EiloMjJSJ630WA",NA,NA,NA,NA,392645,-766224,"anonymous","EN",1,480,"30",1,1,1,1,2,1,1,1,5,5,5,6,6,5,6,6,6,2,6,3,3,1,6,3,6,3,1,3,1,1,3,3,5,5,5,6,6,4,4,4,2,2,4,4,2,4,3,2,4,2,4,4,2,2,4,4,5,4,4,4,4,2,1,4,4,3,1,1,1,3,3,4,3,3,3,2,4,4,2,2,2,4,4,3,4,"45",1,"1400",2,NA,4,2,NA
"34",2023-03-10 12:46:13,2023-03-10 12:59:05,0,100,771,1,2023-03-10 12:59:06,"R_1myZDSa1vB2cRhH",NA,NA,NA,NA,334935,-1119211,"anonymous","EN",1,460,"5",1,1,1,1,1,1,1,3,1,1,3,5,1,3,5,3,1,2,3,2,4,1,2,2,3,3,3,1,1,1,1,3,2,1,4,1,6,4,4,4,3,5,5,5,5,5,4,2,5,4,2,2,4,2,5,4,4,4,3,0,3,3,0,3,4,3,4,5,2,5,3,2,3,2,5,5,5,5,5,4,4,4,1,1,1,"65",2,"1430",2,NA,4,2,NA
"35",2023-03-10 12:50:09,2023-03-10 12:59:39,0,100,569,1,2023-03-10 12:59:40,"R_2bN70YblRdmanmG",NA,NA,NA,NA,34024,-842396,"anonymous","EN",1,180,"20",1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,6,6,6,5,5,5,5,4,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,1,"130000",2,NA,4,2,NA
